Code départemental de l’établissement;Capacité de l’établissement par formation;Effectif des admis néo bacheliers généraux ayant eu une mention au bac;Sélectivité
75;215;155;formation non sélective
75;65;43;formation sélective
75;86;52;formation non sélective
75;100;53;formation non sélective
75;80;53;formation non sélective
75;30;17;formation sélective
75;35;4;formation sélective
75;35;3;formation sélective
75;15;2;formation non sélective
75;25;3;formation non sélective
75;15;0;formation non sélective
75;20;0;formation non sélective
75;25;0;formation non sélective
75;30;0;formation non sélective
75;50;2;formation non sélective
75;15;0;formation non sélective
75;25;0;formation non sélective
75;75;4;formation non sélective
75;10;0;formation non sélective
75;150;58;formation non sélective
75;48;49;formation sélective
75;36;0;formation sélective
75;33;2;formation sélective
75;56;7;formation sélective
75;28;20;formation sélective
75;24;4;formation sélective
75;94;43;formation sélective
75;30;0;formation sélective
75;30;1;formation sélective
75;30;3;formation sélective
76;35;0;formation sélective
76;35;0;formation sélective
76;33;2;formation sélective
76;30;1;formation sélective
76;18;1;formation sélective
76;15;0;formation sélective
76;48;10;formation sélective
76;12;6;formation sélective
76;35;1;formation sélective
76;70;1;formation sélective
76;70;2;formation sélective
76;35;3;formation sélective
76;29;7;formation sélective
76;45;0;formation sélective
76;56;15;formation sélective
76;35;0;formation sélective
76;15;0;formation sélective
76;13;0;formation sélective
76;35;0;formation sélective
76;100;40;formation sélective
76;34;3;formation sélective
76;35;0;formation sélective
76;35;0;formation sélective
76;35;1;formation sélective
76;45;1;formation sélective
76;40;21;formation sélective
76;230;13;formation non sélective
76;120;18;formation non sélective
76;550;74;formation non sélective
76;50;6;formation sélective
76;30;0;formation sélective
76;200;80;formation non sélective
76;160;46;formation non sélective
77;30;2;formation sélective
77;24;0;formation sélective
77;24;0;formation sélective
77;45;1;formation sélective
77;48;48;formation sélective
77;33;1;formation sélective
77;34;1;formation sélective
77;24;7;formation sélective
77;35;0;formation sélective
77;48;1;formation sélective
77;35;1;formation sélective
77;108;29;formation sélective
77;130;35;formation sélective
77;82;24;formation sélective
77;96;29;formation sélective
77;175;59;formation non sélective
77;175;39;formation non sélective
77;130;61;formation non sélective
77;60;32;formation sélective
77;140;24;formation non sélective
77;80;21;formation non sélective
77;112;16;formation non sélective
77;110;76;formation sélective
78;21;0;formation sélective
78;70;69;formation sélective
78;140;92;formation sélective
78;30;1;formation sélective
78;35;4;formation sélective
78;35;0;formation sélective
78;56;15;formation sélective
78;120;24;formation non sélective
78;186;57;formation non sélective
78;26;8;formation sélective
78;48;23;formation sélective
78;22;0;formation sélective
78;35;0;formation sélective
78;26;0;formation sélective
78;35;0;formation sélective
78;35;2;formation sélective
78;40;12;formation sélective
78;96;82;formation sélective
78;35;1;formation sélective
78;35;1;formation sélective
78;35;1;formation sélective
78;15;0;formation sélective
78;30;1;formation sélective
78;35;0;formation sélective
78;32;0;formation sélective
78;32;0;formation sélective
79;20;1;formation sélective
79;20;0;formation sélective
79;20;0;formation sélective
79;27;5;formation sélective
79;32;3;formation sélective
79;18;1;formation sélective
79;24;0;formation sélective
80;32;1;formation sélective
80;48;44;formation sélective
80;16;0;formation sélective
80;32;0;formation sélective
80;18;2;formation sélective
80;24;0;formation sélective
80;24;0;formation sélective
80;24;0;formation sélective
80;62;13;formation non sélective
80;275;59;formation non sélective
80;536;260;formation non sélective
80;35;0;formation sélective
80;24;0;formation sélective
80;35;2;formation sélective
81;24;0;formation sélective
81;15;0;formation sélective
81;36;4;formation sélective
81;35;1;formation sélective
81;50;13;formation sélective
81;185;92;formation non sélective
81;155;90;formation non sélective
81;25;10;formation non sélective
82;20;0;formation sélective
82;24;0;formation sélective
82;35;2;formation sélective
82;16;0;formation sélective
82;150;68;formation non sélective
83;60;3;formation sélective
83;35;1;formation sélective
83;15;0;formation sélective
83;24;3;formation sélective
83;24;0;formation sélective
83;26;0;formation sélective
83;48;43;formation sélective
83;96;26;formation sélective
83;26;11;formation sélective
83;135;37;formation non sélective
83;75;12;formation non sélective
83;600;159;formation non sélective
83;335;46;formation non sélective
83;145;44;formation non sélective
83;4;1;formation sélective
83;28;6;formation sélective
83;160;37;formation non sélective
83;15;1;formation sélective
83;21;5;formation sélective
83;18;0;formation sélective
84;15;0;formation sélective
84;16;0;formation sélective
84;80;2;formation non sélective
84;200;22;formation non sélective
85;18;1;formation sélective
85;35;0;formation sélective
85;15;0;formation sélective
85;10;0;formation sélective
85;24;0;formation sélective
85;18;0;formation sélective
85;12;0;formation sélective
85;18;0;formation sélective
85;35;4;formation sélective
85;35;2;formation sélective
85;15;2;formation sélective
85;24;0;formation sélective
85;27;0;formation sélective
85;38;1;formation sélective
85;26;4;formation sélective
85;8;5;formation sélective
85;46;25;formation sélective
85;120;53;formation non sélective
86;48;39;formation sélective
86;34;1;formation sélective
86;59;9;formation sélective
86;24;1;formation sélective
86;26;0;formation sélective
86;24;1;formation sélective
87;35;9;formation sélective
87;35;2;formation sélective
87;52;21;formation sélective
87;140;42;formation sélective
87;27;0;formation sélective
87;120;23;formation non sélective
87;400;145;formation non sélective
88;24;0;formation sélective
88;15;1;formation sélective
88;32;8;formation sélective
88;52;1;formation sélective
88;110;33;formation sélective
89;24;0;formation sélective
89;12;0;formation sélective
89;18;0;formation sélective
89;15;0;formation sélective
89;15;2;formation sélective
90;15;1;formation sélective
90;96;36;formation sélective
90;84;27;formation sélective
90;56;5;formation sélective
91;24;0;formation sélective
91;34;1;formation sélective
91;32;2;formation sélective
91;35;0;formation sélective
91;83;79;formation sélective
91;32;16;formation sélective
91;30;0;formation sélective
91;32;3;formation sélective
91;125;45;formation sélective
91;150;64;formation sélective
91;300;159;formation non sélective
91;105;28;formation non sélective
91;40;29;formation sélective
91;35;0;formation sélective
91;30;0;formation sélective
91;420;98;formation non sélective
91;108;34;formation sélective
92;32;0;formation sélective
92;48;42;formation sélective
92;30;0;formation sélective
92;92;92;formation sélective
92;48;13;formation sélective
92;88;86;formation sélective
92;30;0;formation sélective
92;48;18;formation sélective
92;35;4;formation sélective
92;38;43;formation sélective
92;28;0;formation sélective
92;77;5;formation sélective
92;45;45;formation sélective
92;86;9;formation sélective
92;30;0;formation sélective
92;28;0;formation sélective
92;60;40;formation sélective
92;95;14;formation non sélective
92;188;63;formation non sélective
92;70;27;formation non sélective
92;351;130;formation sélective
92;38;1;formation sélective
93;24;0;formation sélective
93;35;0;formation sélective
93;24;0;formation sélective
93;30;0;formation sélective
93;24;0;formation sélective
93;35;0;formation sélective
93;35;31;formation sélective
93;24;0;formation sélective
93;59;2;formation sélective
93;100;4;formation sélective
93;170;30;formation sélective
93;100;20;formation sélective
93;128;47;formation sélective
93;163;50;formation sélective
93;168;44;formation sélective
93;115;13;formation non sélective
93;84;3;formation non sélective
93;70;2;formation non sélective
93;165;47;formation non sélective
93;24;2;formation sélective
93;27;3;formation sélective
93;18;0;formation sélective
93;34;1;formation sélective
93;35;0;formation sélective
93;112;25;formation sélective
93;50;21;formation sélective
94;30;1;formation sélective
94;35;1;formation sélective
94;24;0;formation sélective
94;144;142;formation sélective
94;70;22;formation sélective
94;24;0;formation sélective
94;32;0;formation sélective
94;32;0;formation sélective
94;60;7;formation sélective
94;24;0;formation sélective
94;70;0;formation sélective
94;30;0;formation sélective
94;36;1;formation sélective
94;36;5;formation sélective
94;270;30;formation non sélective
94;65;30;formation sélective
94;68;23;formation sélective
95;24;1;formation sélective
95;34;0;formation sélective
95;34;1;formation sélective
95;34;0;formation sélective
95;34;0;formation sélective
95;35;0;formation sélective
95;35;0;formation sélective
95;35;1;formation sélective
95;35;0;formation sélective
95;40;5;formation sélective
95;27;15;formation sélective
95;32;1;formation sélective
95;32;14;formation sélective
95;233;82;formation non sélective
95;70;16;formation non sélective
95;160;76;formation sélective
95;32;0;formation sélective
95;50;4;formation sélective
95;88;25;formation sélective
95;18;1;formation sélective
95;48;5;formation sélective
20;32;26;formation sélective
20;16;2;formation sélective
20;34;15;formation sélective
20;56;17;formation sélective
20;55;6;formation non sélective
971;48;7;formation sélective
971;15;0;formation sélective
971;16;1;formation sélective
971;30;0;formation sélective
971;57;17;formation sélective
972;29;3;formation sélective
972;29;9;formation sélective
972;30;1;formation sélective
972;30;1;formation sélective
972;24;0;formation sélective
972;12;0;formation sélective
972;24;0;formation sélective
972;20;1;formation sélective
972;30;2;formation sélective
972;75;2;formation non sélective
973;24;10;formation sélective
973;24;0;formation sélective
973;20;1;formation sélective
973;24;5;formation sélective
973;180;33;formation non sélective
974;35;4;formation sélective
974;15;1;formation sélective
974;35;0;formation sélective
974;30;1;formation sélective
974;35;0;formation sélective
974;24;8;formation sélective
974;30;3;formation sélective
974;15;0;formation sélective
974;54;25;formation sélective
974;108;31;formation sélective
974;35;3;formation sélective
974;30;4;formation sélective
974;18;1;formation sélective
974;15;2;formation sélective
987;40;8;formation non sélective
987;40;12;formation non sélective
974;60;35;formation sélective
26;60;3;formation sélective
33;15;0;formation sélective
45;60;22;formation non sélective
36;30;11;formation non sélective
75;88;2;formation sélective
69;46;3;formation sélective
33;30;3;formation sélective
21;15;4;formation sélective
34;53;9;formation sélective
38;15;0;formation sélective
26;24;0;formation sélective
40;11;0;formation sélective
59;250;211;formation sélective
75;30;2;formation non sélective
67;24;3;formation sélective
59;95;71;formation sélective
38;15;4;formation sélective
33;40;25;formation sélective
